chrom	pos
1	18843584
1	18909023
1	18934747
1	19052014
1	19174057
1	19211261
1	19239802
1	19301382
1	19315832
1	19354038
1	19446353
1	19482677
1	19483264
1	19523162
1	19621479
1	19627520
1	19673152
1	19691702
1	19693973
1	19730138
1	19753817
1	19760913
1	19811628
1	19813543
1	19831748
1	19856849
1	19952912
1	19960070
1	20175089
1	20203715
1	20225252
1	20235896
1	20249409
1	20297570
1	20326305
1	20354225
1	20413523
1	20525341
1	20535613
1	20578250
1	20589208
1	20590713
1	20691992
1	20693635
1	20761434
1	21218108
1	21256818
1	21261356
1	21274184
1	21298652
1	21315029
1	21347512
1	21468895
1	21478555
1	21494365
1	21495264
1	21496799
1	21500073
1	21550581
1	21563893
1	21567721
1	21577881
1	21581111
1	21590741
1	21626943
1	21640340
1	21657118
1	21670789
1	21673533
1	21720065
1	21815490
1	21897609
1	22018600
1	22047131
1	22205060
1	22215952
1	22226985
1	22261862
1	22311557
1	22358758
1	22361991
1	22371954
1	22376365
1	22396201
1	22404776
1	22409413
1	22416492
1	22418193
1	22420193
1	22461218
1	22509184
1	22551320
1	22572518
1	22645399
1	22745927
1	22767961
1	22985532
1	23212517
1	23369659
1	23374318
1	23383982
1	23468421
1	23521550
1	23558289
1	23575926
1	23577855
1	23616312
1	23683054
1	24046481
1	24059507
1	24089233
1	24092278
1	24094984
1	24105466
1	24161960
1	24190390
1	24246316
1	24391585
1	24486665
1	24501339
1	24536795
1	24548999
1	24603185
1	24606242
1	24724662
1	24861573
1	24866664
1	24946709
1	24951491
1	24996083
1	24999346
1	25004920
1	25006773
1	25017664
1	25056127
1	25058042
1	25077292
1	25095499
1	25102982
1	25143422
1	25243590
1	25369344
1	25442446
1	25587728
1	25742924
1	26121248
1	26121956
1	26147948
1	26178774
1	26200764
1	26362729
1	26363990
1	26364683
1	26383013
1	26392624
1	26476057
1	26528910
1	26583274
1	26952030
1	26958704
1	27032301
1	27210610
1	27353201
1	27362142
1	27405147
1	27631734
1	27861205
1	27949878
1	27984713
1	28050542
1	28106038
1	28144932
1	28333185
1	28522076
1	28753654
1	28835097
1	28848861
1	28877395
1	29102492
1	29229646
1	29242700
1	29319615
1	29352262
1	29392963
1	29428552
1	29466693
1	29469706
1	29474885
1	29489133
1	29625663
1	29684128
1	29684712
1	29693327
1	29699197
1	29710167
1	29761906
1	29784817
1	29786878
1	29792805
1	29838922
1	29871941
1	29949749
1	29958713
1	29986950
1	30049453
1	30055296
1	30058038
1	30067863
1	30070179
1	30074150
1	30081837
1	30089416
1	30108720
1	30162455
1	30173139
1	30214529
1	30236738
1	30267646
1	30282685
1	30326452
1	30378055
1	30412363
1	30445606
1	30446183
1	30460889
1	30489627
1	30512229
1	30516792
1	30537455
1	30572662
1	30607765
1	30627082
1	30746442
1	30759429
1	30794488
1	30840570
1	30847804
1	31133936
1	31229134
1	31411078
1	31511749
1	31596465
1	31662352
1	31699894
1	31787014
1	31812707
1	31845734
1	31924723
1	32510302
1	32669173
1	32713555
1	33146289
1	33218500
1	33330953
1	33456277
1	33470746
1	33480084
1	33522236
1	33553867
1	33569049
1	33574244
1	33636127
1	33670852
1	33684951
1	33712000
1	33720593
1	33772682
1	33782463
1	33848382
1	33903644
1	33909598
1	33964932
1	33973280
1	33995360
1	34008185
1	34011980
1	34014321
1	34076123
1	34099335
1	34099758
1	34151655
1	34155169
1	34178236
1	34205754
1	34207098
1	34213465
1	34231887
1	34270337
1	34270686
1	34325265
1	34343986
1	34378607
1	34379235
1	34423891
1	34437309
1	34450520
1	34455474
1	34530812
1	34579333
1	34583731
1	34584733
1	34592547
1	34620764
1	34629270
1	34696201
1	34850896
1	34855641
1	34908277
1	34913333
1	34913518
1	34919004
1	34978436
1	35029209
1	35180524
1	35182715
1	35222214
1	35276062
1	35503298
1	35929124
1	36083556
1	36106319
1	36172107
1	36286832
1	36323945
1	36420516
1	36455770
1	36492230
1	36495025
1	36519133
1	36534832
1	36578293
1	36649662
1	36660911
1	36732751
1	37017790
1	37052042
1	37101838
1	37192362
1	37238447
1	37251117
1	37283626
1	37399310
1	37400353
1	37400742
1	37413009
1	37423571
1	37436730
1	37473572
1	37651470
1	37656340
1	37661482
1	37668934
1	37735699
1	37741125
1	37987904
1	38016684
1	38095296
1	38125443
1	38151199
1	38174893
1	38268116
1	38282288
1	38284370
1	38340257
1	38348683
1	38386287
1	38387352
1	38392868
1	38453751
1	38464192
1	38465589
1	38466733
1	38518667
1	38523521
1	38528443
1	38588885
1	38605600
1	38626384
1	38716458
1	38738512
1	38756253
1	38772925
1	38915904
1	38940972
1	39006913
1	39041489
1	39052334
1	39079597
1	39125152
1	39617804
1	39639142
1	39673881
1	39679625
1	39705554
1	39822379
1	39858301
1	39858538
1	39923748
1	39947426
1	39954534
1	39996990
1	40077347
1	40283083
1	40334814
1	40361926
1	40399961
1	40406951
1	40455473
1	40459879
1	40515059
1	40544782
1	40591898
1	40595847
1	40639566
1	40641102
1	40642422
1	40673669
1	40760930
1	40806861
1	40819415
1	40831739
1	40872993
1	40889009
1	40904394
1	40908771
1	40921331
1	40929400
1	40936471
1	40938924
1	40977114
1	41058866
1	41289884
1	41364585
1	41376314
1	41378621
1	41396453
1	41398692
1	41413316
1	41413409
1	41418050
1	41488074
1	41536160
1	41565394
1	41633912
1	41782044
1	41796218
1	41864914
1	41885166
1	41901317
1	41959042
1	41975617
1	42021172
1	42085581
1	42111773
1	42155974
1	42227926
1	42340520
1	42369725
1	42390489
1	42399197
1	42416625
1	42644605
1	42689391
1	42692839
1	42805362
1	42806575
1	42840457
1	42902204
1	42902479
1	42932725
1	42935828
1	42974530
1	43001397
1	43005511
1	43129560
1	43179740
1	43183837
1	43276042
1	43420823
1	43935712
1	43952763
1	44002563
1	44056602
1	44069729
1	44113092
1	44121840
1	44200673
1	44379286
1	44394552
1	44485413
1	44492314
1	44513826
1	44532792
1	44545073
1	44667889
1	44704340
1	44836063
1	44875031
1	45437816
1	46010915
1	46255483
1	46266022
1	46281629
1	46361784
1	46399999
1	46405089
1	46420268
1	46473165
1	46498633
1	46522046
1	46602912
1	46615007
1	46639328
1	46746337
1	46754151
1	46813503
1	46815187
1	46817100
1	46933362
1	47203653
1	47329034
1	47388842
1	47401478
1	47404599
1	47453149
1	47471024
1	47490118
1	47537449
1	47549894
1	47555250
1	47616819
1	47632625
1	47762271
1	47763723
1	47789110
1	47816704
1	47843915
1	47877552
1	47921216
1	47940788
1	47976510
1	48043381
1	48067000
1	48098595
1	48104461
1	48229409
1	48234653
1	48255486
1	48358735
1	48359683
1	48362343
1	48500441
1	48532689
1	48588909
1	48617399
1	48708733
1	48744898
1	48909064
1	49061779
1	49114615
1	49583818
1	50094148
1	50257317
1	50337183
1	50472176
1	51166212
1	51315539
1	51361249
1	51523919
1	51542481
1	51957495
1	52593434
1	52648646
1	52649064
1	52687760
1	52769202
1	52931170
1	53069806
1	53091812
1	53104987
1	53113510
1	53134406
1	53140212
1	53144700
1	53180885
1	53210776
1	53247055
1	53247664
1	53250744
1	53298179
1	53299762
1	53321961
1	53358756
1	53408391
1	53412979
1	53486468
1	53602894
1	53689053
1	53799323
1	53848370
1	53909897
1	53910028
1	54017242
1	54110073
1	54171016
1	54195477
1	54276094
1	54288167
1	54352426
1	54360514
1	54427068
1	54481174
1	54502217
1	54518434
1	54527266
1	54579267
1	54580719
1	54584133
1	54612373
1	54638272
1	54653842
1	54672621
1	54691208
1	54747311
1	54752482
1	54842548
1	54867780
1	54884350
1	55008652
1	55020391
1	55030366
1	55034756
1	55046876
1	55081023
1	55142332
1	55261522
1	55277073
1	55308083
1	55333018
1	55366358
1	55367678
1	55387314
1	55408611
1	55466627
1	55471184
1	55517852
1	55550242
1	55561502
1	55603843
1	55729986
1	55741859
1	55781543
1	55860284
1	55876760
1	55947846
1	55954854
1	56120614
1	56306037
1	56317753
1	56332636
1	56407602
1	56419439
1	56448669
1	56463853
1	56500678
1	56551189
1	56591643
1	56727175
1	56756926
1	56775561
1	56781295
1	56783885
1	56875054
1	56913966
1	57004288
1	57103250
1	57125777
1	57161530
1	57256422
1	57283754
1	57318472
1	57414883
1	57439181
1	57480271
1	57496701
1	57500856
1	57509439
1	57530725
1	57613471
1	57638438
1	57728858
1	57748984
1	57761523
1	57762740
1	57785388
1	57822645
1	57826949
1	57858271
1	57880535
1	57910294
1	57910575
1	57937951
1	58005419
1	58079133
1	58109253
1	58109645
1	58260907
1	58318478
1	58326358
1	58328345
1	58341803
1	58346119
1	58406850
1	58409972
1	58412294
1	58419561
1	58428378
1	58443147
1	58449352
1	58455248
1	58457839
1	58460723
1	58465633
1	58467602
1	58576509
1	58590654
1	58613687
1	58620549
1	58708354
1	58739430
1	58750119
1	58755975
1	58859954
1	58931585
1	58970106
1	59004767
1	59060794
1	59068324
1	59164883
1	59227798
1	59242653
1	59249601
1	59291377
1	59376113
1	59428651
1	59438508
1	59459994
1	59480678
1	59527314
1	59633610
1	59681081
1	59708062
1	59733919
1	59886705
1	59980802
1	59997364
1	59998496
1	60009311
1	60165328
1	60225916
1	60290821
1	60382866
1	60410474
1	60421866
1	60501292
1	60576203
1	60691490
1	60696550
1	60731043
1	60737229
1	60764253
1	60770012
1	60808770
1	60816417
1	60830568
1	60837881
1	60869481
1	60943392
1	60946459
1	60952057
1	60957845
1	61044947
1	61118523
1	61240401
1	61254013
1	61268184
1	61291352
1	61320726
1	61366218
1	61455097
1	61481844
1	61496281
1	61538274
1	61561914
1	61584818
1	61588294
1	61602630
1	61612675
1	61617128
1	61636635
1	61660590
1	61663460
1	61699540
1	61744809
1	61747150
1	61758693
1	61787811
1	61795496
1	61806290
1	61846982
1	61956770
1	61990342
1	62013731
1	62020709
1	62069266
1	62089547
1	62169444
1	62172634
1	62191858
1	62206874
1	62207365
1	62221432
1	62226420
1	62261924
1	62299377
1	62312711
1	62400719
1	62401183
1	62402119
1	62432471
1	62487702
1	62617618
1	62787095
1	62936274
1	62951896
1	62986692
1	63004848
1	63037935
1	63066636
1	63075582
1	63083559
1	63083611
1	63084829
1	63096142
1	63104880
1	63179544
1	63190243
1	63192466
1	63222710
1	63268443
1	63309385
1	63355658
1	63379065
1	63636443
1	63658197
1	63702361
1	63708082
1	63727526
1	63755517
1	63765870
1	63790347
1	63796598
1	64018813
1	64060289
1	64065892
1	64069250
1	64079452
1	64113474
1	64113667
1	64125014
1	64181925
1	64192914
1	64244208
1	64260104
1	64397290
1	64426714
1	64448754
1	64456752
1	64475926
1	64531447
1	64542523
1	64547903
1	64550716
1	64550998
1	64565519
1	64628291
1	64649636
1	64688912
1	64695547
1	64714780
1	64725030
1	64756159
1	64902359
1	65026511
1	65081241
1	65105629
1	65118887
1	65127724
1	65145950
1	65178503
1	65209153
1	65237801
1	65260833
1	65311019
1	65338082
1	65342598
1	65396115
1	65408354
1	65441079
1	65513234
1	65522463
1	65592830
1	65623899
1	65640261
1	65704679
1	65705318
1	65719720
1	65765625
1	65770524
1	65772696
1	65813442
1	65849767
1	65908321
1	65922470
1	65951256
1	66051367
1	66120279
1	66155161
1	66270318
1	66291034
1	66300539
1	66330565
1	66357451
1	66400358
1	66449442
1	66499792
1	66503843
1	66504271
1	66506795
1	66522718
1	66522816
1	66769637
1	66797065
1	66835413
1	66991516
1	67044015
1	67052851
1	67108047
1	67131436
1	67135432
1	67187327
1	67204530
1	67211239
1	67215986
1	67228519
1	67236843
1	67240275
1	67253446
1	67259437
1	67287825
1	67442961
1	67446576
1	67516445
1	67532450
1	67539960
1	67544444
1	67546571
1	67561536
1	67575878
1	67580591
1	67580626
1	67589664
1	67618607
1	67629524
1	67671930
1	67743263
1	67777714
1	67825263
1	67908074
1	67927839
1	67981584
1	67992849
1	68041711
1	68116774
1	68137903
1	68143808
1	68169707
1	68170897
1	68172768
1	68177464
1	68182343
1	68220708
1	68238160
1	68247664
1	68262835
1	68263969
1	68267136
1	68267795
1	68291651
1	68337963
1	68355856
1	68381565
1	68384004
1	68385885
1	68420816
1	68438583
1	68524329
1	68528652
1	68633334
1	68692507
1	68718355
1	68889059
1	68953453
1	69054913
1	69122510
1	69194157
1	69215507
1	69219417
1	69278067
1	69313754
1	69323897
1	69349757
1	69419646
1	69443727
1	69443791
1	69454650
1	69477318
1	69485537
1	69507010
1	69651142
1	69710562
1	69741396
1	69814177
1	69939553
1	69984341
1	70483105
1	70497685
1	70520864
1	70528012
1	70557179
1	70628122
1	70688031
1	70688734
1	70729855
1	70731443
1	70732897
1	70745022
1	70763954
1	70874290
1	70886102
1	70892507
1	70908055
1	70925963
1	71274345
1	71296520
1	71374815
1	71560033
1	71805581
1	71816799
1	71823988
1	71833661
1	71976335
1	72023132
1	72042613
1	72050604
1	72066242
1	72164112
1	72238177
1	72285502
1	72299433
1	72487568
1	72609740
1	73467203
1	73479797
1	73673422
1	73705113
1	73709095
1	73718726
1	73798545
1	73832571
1	73855555
1	73920165
1	73979900
1	73989017
1	74048261
1	74094727
1	74212601
1	74233415
1	74246497
1	74461110
1	74471398
1	74518037
1	74525960
1	74540392
1	74548511
1	74599757
1	74652488
1	74664605
1	74689587
1	74704459
1	74810065
1	75008294
1	75022753
1	75084122
1	75128190
1	75248869
1	75297806
1	75313719
1	75364753
1	75396841
1	75500660
1	75559318
1	75602594
1	75614477
1	75654615
1	75803775
1	75892906
1	75990644
1	76020098
1	76035466
1	76038461
1	76070964
1	76085036
1	76090607
1	76132524
1	76136920
1	76214840
1	76308516
1	76314192
1	76354750
1	76358910
1	76461989
1	76479654
1	76496275
1	76509334
1	76510837
1	76574503
1	76619382
1	76628144
1	76637177
1	76673219
1	76688634
1	76748679
1	76751495
1	76793422
1	76816882
1	76865623
1	76939599
1	76946898
1	76990618
1	77011530
1	77174481
1	77231137
1	77356834
1	77385115
1	77391998
1	77397383
1	77505362
1	77527010
1	78075049
1	78177990
1	78225976
1	78230838
1	78233710
1	78277624
1	78284224
1	78297314
1	78335159
1	78429249
1	78628133
1	78629841
1	78629896
1	78678634
1	78751660
1	78816976
1	78884679
1	78914781
1	78953754
1	79035444
1	79084773
1	79114596
1	79127611
1	79263490
1	79548668
1	79606620
1	79650453
1	79660556
1	79683172
1	79730553
1	79731887
1	79738023
1	79773713
1	79832265
1	79873030
1	79950877
1	79976790
1	79986127
1	80097615
1	80190429
1	80197213
1	80293276
1	80304920
1	80357352
1	80373195
1	80392781
1	80498805
1	80511475
1	80573284
1	80593568
1	80605748
1	80674697
1	80711165
1	80736534
1	80816549
1	80851209
1	80864080
1	80935413
1	80955255
1	80984559
1	81065054
1	81097564
1	81101657
1	81149141
1	81301250
1	81304912
1	81325528
1	81330396
1	81338469
1	81355027
1	81362272
1	81400427
1	81405079
1	81415527
1	81530185
1	81587702
1	81673055
1	81712367
1	81719730
1	82051961
1	82095875
1	82224322
1	82282893
1	82377921
1	82553793
1	82652361
1	82865435
1	82999713
1	83054348
1	83120380
1	83496061
1	83566803
1	83566942
1	83597201
1	83684116
1	83751476
1	83830178
1	84033320
1	84110520
1	84192908
1	84256419
1	84270027
1	84285931
1	84290312
1	84377782
1	84412545
1	84452024
1	84455256
1	84582958
1	84596932
1	84625874
1	84746899
1	84768544
1	84773881
1	84806025
1	84816337
1	84870026
1	84870432
1	84874322
1	84900481
1	84905708
1	84926933
1	84930475
1	84934431
1	84937314
1	84942180
1	84954361
1	85066028
1	85075481
1	85088719
1	85091108
1	85096271
1	85112374
1	85116866
1	85118363
1	85160172
1	85214725
1	85215595
1	85220869
1	85246604
1	85251124
1	85272712
1	85300115
1	85306326
1	85423175
1	85433445
1	85463531
1	85467955
1	85473793
1	85488430
1	85494473
1	85585017
1	85779472
1	85799576
1	85867458
1	85951042
1	85958967
1	85973760
1	85991651
1	86000053
1	86003823
1	86189757
1	86198398
1	86219030
1	86271197
1	86304268
1	86340197
1	86430858
1	86438642
1	86444581
1	86470564
1	86475805
1	86493490
1	86496648
1	87088929
1	87146027
1	87147675
1	87255170
1	87274247
1	87281315
1	87369111
1	87396498
1	87402857
1	87411857
1	87449571
1	87465206
1	87514079
1	87535330
1	87618099
1	87625130
1	87626051
1	87635256
1	87650251
1	87663477
1	87666697
1	87711720
1	87724354
1	87729989
1	87742452
1	87786274
1	87792315
1	87808107
1	87813488
1	87851545
1	87905993
1	87927181
1	87979530
1	88168054
1	88195413
1	88244365
1	88336329
1	88357589
1	88485092
1	88579655
1	88657760
1	88756737
1	88906906
1	89020354
1	89085321
1	89323618
1	89370367
1	89517160
1	89666510
1	89790554
1	89806813
1	89957480
1	90032981
1	90066698
1	90074206
1	90091422
1	90132463
1	90142160
1	90159047
1	90175387
1	90335700
1	90371181
1	90459894
1	90473690
1	90486627
1	90508304
1	90588150
1	90595565
1	90615826
1	90684037
1	90692547
1	90699581
1	90740613
1	90794519
1	90978976
1	91038638
1	91091133
1	91100900
1	91161541
1	91163098
1	91192811
1	91486563
1	91524930
1	91545910
1	91565410
1	91656775
1	91689780
1	91697617
1	91707051
1	91724515
1	91728765
1	91732605
1	91736142
1	91739640
1	91747146
1	91747885
1	91749071
1	91750168
1	91759258
1	91762291
1	91775476
1	91861488
1	91869192
1	91892814
1	92036503
1	92113649
1	92366012
1	92607671
1	92931743
1	93065423
1	93432067
1	93475892
1	93579040
1	93590722
1	93695231
1	93713356
1	93719788
1	93752248
1	93758509
1	93954243
1	93989892
1	93996161
1	93999576
1	94009316
1	94012337
1	94037641
1	94050918
1	94057557
1	94065768
1	94067458
1	94077214
1	94088310
1	94088897
1	94095382
1	94131311
1	94145744
1	94286913
1	94295329
1	94384887
1	94586920
1	94651251
1	94652227
1	94656962
1	94741968
1	94754858
1	94783750
1	94804196
1	94864816
1	94872535
1	94877496
1	94892540
1	95071159
1	95102298
1	95133037
1	95156785
1	95231973
1	95237888
1	95316977
1	95482264
1	95507474
1	95511889
1	95586275
1	95640641
1	95687417
1	95688848
1	95711007
1	95806506
1	95933927
1	96021411
1	96045716
1	96099301
1	96100670
1	96131499
1	96190449
1	96214444
1	96293491
1	96476850
1	96519483
1	96553178
1	96641449
1	96645384
1	96716483
1	96733799
1	96944950
1	97004248
1	97008151
1	97023264
1	97169656
1	97228886
1	97240681
1	97251723
1	97343694
1	97349122
1	97402157
1	97420615
1	97442197
1	97507696
1	97525019
1	97825021
1	97995887
1	98174007
1	98186532
1	98292260
1	98338384
1	98381217
1	98389610
1	98647550
1	98666514
1	98695271
1	98701125
1	98908053
1	98945403
1	98964233
1	99058491
1	99085584
1	99131772
1	99136053
1	99144597
1	99240907
1	99268408
1	99282768
1	99323958
1	99447894
1	99539921
1	99586024
1	99610139
1	99621302
1	99621606
1	99806082
1	99893777
1	99945731
1	100340848
1	100437380
1	100454232
1	100734330
1	100941963
1	101173443
1	101204284
1	101210288
1	101218347
1	101224714
1	101244007
1	101267085
1	101306664
1	101312680
1	101329473
1	101343662
1	101391561
1	101403357
1	101455249
1	101466458
1	101525843
1	101528651
1	101529785
1	101547912
1	101559386
1	101624618
1	101635667
1	101731957
1	101735274
1	101746149
1	101772262
1	101819933
1	101838538
1	101838596
1	101849658
1	101879015
1	101981560
1	102201832
1	102248961
1	102251454
1	102276919
1	102456469
1	102469418
1	102914362
1	103082941
1	103275788
1	103285120
1	103295907
1	103299084
1	103585996
1	103893707
1	103949496
1	104018866
1	104193389
1	104223557
1	104227853
1	104246613
1	104351230
1	104414941
1	104498873
1	104568913
1	104597677
1	104641686
1	104685292
1	104711384
1	104822678
1	105100481
1	105131547
1	105131764
1	105131914
1	105164598
1	105175009
1	105274472
1	105485125
1	105622242
1	105965979
1	105986782
1	105997961
1	106107646
1	106238990
1	106244695
1	106306256
1	106430231
1	106564632
1	106633074
1	106652437
1	106755919
1	106910981
1	107035210
1	107113734
1	107134062
1	107158484
1	107172332
1	107274928
1	107281321
1	107301888
1	107323356
1	107367256
1	107473670
1	107476342
1	107482246
1	107535561
1	107537323
1	107552995
1	107581858
1	107585273
1	107671711
1	107744349
1	107760300
1	107814198
1	107866361
1	107905580
1	107920222
1	107984659
1	108011539
1	108120673
1	108123309
1	108202312
1	108211211
1	108480833
1	108723901
1	108725819
1	108846399
1	108848405
1	108861660
1	108941145
1	108963067
1	109142651
1	109180566
1	109202996
1	109338099
1	109369429
1	109566417
1	109593836
1	109718120
1	109724132
1	109726206
1	109751955
1	109757819
1	109790194
1	109805418
1	109823461
1	109849597
1	109899170
1	109907555
1	109936181
1	109957047
1	109960811
1	109974774
1	110097613
1	110103661
1	110137492
1	110217174
1	110343114
1	110379518
1	110407098
1	110443162
1	110450727
1	110456232
1	110467237
1	110476252
1	110491187
1	110492552
1	110496347
1	110497613
1	110507536
1	110526989
1	110571532
1	110595189
1	110629791
1	110715102
1	110759001
1	110775669
1	110827750
1	110829022
1	110897280
1	110917225
1	110942585
1	111319352
1	111351336
1	111361872
1	111367337
1	111382727
1	111404336
1	111413851
1	111489583
1	111536123
1	111539743
1	111539942
1	111543408
1	111563625
1	111600413
1	111604947
1	111663807
1	111738052
1	111786929
1	111814054
1	111849738
1	111867811
1	111872579
1	111943087
1	111947210
1	111954079
1	111956412
1	111975292
1	112004503
1	112012801
1	112067696
1	112070406
1	112083615
1	112144737
1	112231203
1	112237046
1	112244774
1	112315672
1	112343923
1	112358581
1	112368702
1	112385290
1	112721089
1	112725603
1	112741457
1	112788512
1	112788636
1	112794283
1	112841393
1	112848222
1	112889164
1	113199499
1	113212396
1	113217281
1	113286214
1	113322426
1	113537449
1	113770001
1	113894348
1	113980843
1	113990876
1	113992671
1	114004182
1	114060349
1	114095955
1	114111053
1	114121962
1	114125677
1	114135375
1	114141797
1	114191013
1	114210461
1	114264937
1	114294399
1	114326846
1	114358056
1	114395553
1	114405659
1	114518963
1	114716978
1	114928231
1	115021245
1	115067470
1	115108539
1	115132331
1	115145779
1	115169958
1	115181074
1	115286692
1	115292879
1	115295088
1	115304771
1	115327229
1	115333024
1	115333882
1	115339920
1	115351700
1	115400456
1	115458059
1	115586153
1	115613297
1	115628084
1	115654989
1	115672225
1	115680638
1	115680685
1	115700759
1	115768346
1	115805269
1	115814733
1	115907282
1	116222159
1	116264609
1	116265555
1	116276703
1	116309310
1	116460966
1	116495418
1	116721168
1	116730955
1	116751141
1	116833826
1	116920915
1	116937130
1	116969883
1	117005168
1	117028457
1	117118132
1	117225296
1	117246661
1	117260354
1	117269832
1	117301629
1	117500135
1	117579012
